ESN,Cycles_Since_New,Sensed_Altitude,Sensed_Mach,Sensed_Pamb,Sensed_Pt2,Sensed_TAT,Sensed_WFuel,Sensed_VAFN,Sensed_VBV,Sensed_Fan_Speed,Sensed_Core_Speed,Sensed_T25,Sensed_T3,Sensed_Ps3,Sensed_T45,Sensed_P25,Sensed_T5,Cycles_to_WW,Cycles_to_HPC_SV,Cycles_to_HPT_SV,Cumulative_WWs,Cumulative_HPC_SVs,Cumulative_HPT_SVs
101,100,27276.52151588734,0.6853439643131456,4.995633839399463,6.796261820880238,481.7876602725024,0.5216876716668383,4504.605713052086,0.0,1815.9817976343897,20032.010609504243,683.3116361809571,1449.4573076738518,219.77268646701503,1948.9824597499178,20.23294750992271,1206.7588581079249,810,8410,3990,0,0,0
101,110,22377.321515887343,0.5896942137824258,6.130925045152576,7.753783263368213,493.2891123804518,0.5097231690829666,4537.704124440251,0.009302790729256575,1698.4423036976368,19842.639652055215,677.007265195601,1424.330661724559,219.62261507744557,1894.6624843543264,20.767914902067155,1218.0270112476,800,8400,3980,0,0,0
101,120,20826.571515887343,0.585158218358632,6.532795355431444,8.212715756574287,476.17862804235205,0.5393357514453909,4553.243429076703,0.009803487890578173,1695.3675718523023,19589.666582905436,656.0980638177605,1389.5296235241567,237.61320909094087,1845.0040276207344,22.190855913124253,1175.9254808234991,790,8390,3970,0,0,0
101,130,31242.92151588734,0.6775067641483506,4.24743334928394,5.738784894406279,455.97821775754966,0.4787674564916423,4556.889859064968,0.0,1830.7825192955963,19693.463842596455,656.2401766343528,1407.4748424476045,200.44909615449689,1918.5300812814926,17.950595949988507,1172.4377710909037,780,8380,3960,0,0,0
101,140,28819.92151588734,0.6290723755108079,4.680671139312343,6.072985814940905,464.8934521375463,0.48284810375010795,4610.67470732429,0.0,1810.609966011934,19774.37683694531,662.5323428173672,1416.9728563558492,203.50080709010615,1922.0650290745739,18.377368043822276,1188.7899626739556,770,8370,3950,0,0,0
101,150,22327.571515887343,0.6446774645792207,6.1438175474491254,8.094632344075379,495.8096421108763,0.5134139538442544,4398.006736967041,0.026144972025312276,1690.0563568439404,19825.200238865957,677.6093634601962,1421.3943794364502,223.20957689207336,1883.201400318139,21.34244412414221,1206.8888726865891,760,8360,3940,0,0,0
101,160,27318.52151588734,0.669530959342595,4.984665863833447,6.691303046470584,469.2003691048693,0.48326211583646195,4482.815559403874,0.00049767355952566,1752.8924963276047,19647.37830412814,660.2149261649329,1399.3579955570967,208.47655985234846,1877.1467306801708,19.3873032558124,1169.7083796605664,750,8350,3930,0,0,0
101,170,24640.071515887343,0.6539857133375367,5.5761136068257295,7.395624278278662,497.27984018749805,0.5550051981260403,4515.828703777688,0.0,1813.9529625875948,20264.735696811636,700.2236323115192,1479.9105309169777,231.82880955566773,1984.1555934553007,21.496402423730874,1242.1254149902175,740,8340,3920,0,0,0
101,180,27255.92151588734,0.687637157653447,5.000938701150764,6.817319619752263,477.88121928960646,0.5357540616238664,4523.977848816087,0.0,1829.1335208738583,20018.6530201468,680.5321233070646,1447.9733034672913,225.2089641066328,1951.9275677231467,20.576224317327238,1203.635487404828,730,8330,3910,0,0,0
101,190,25256.071515887343,0.6401099606500825,5.447945656878774,7.137000458176054,486.7773257818638,0.5235234024666354,4532.085924709837,0.0002150874600113,1780.7363690540678,20007.884840355655,683.5089426380532,1446.271582181896,221.46438970817536,1939.4194965924064,20.55462387688376,1216.8267676434775,720,8320,3900,0,0,0
101,200,23122.821515887343,0.6541904552923402,5.937731870035442,7.883093894668019,495.4782403485185,0.5572332383660288,4477.5898579631275,0.0016534363267508,1771.506571696847,20106.881417107004,691.7645283861307,1458.2869891951316,237.08588042401192,1944.1343661643182,22.250053486836194,1224.4541258296242,710,8310,3890,0,0,0
101,210,27238.92151588734,0.6739283635364732,5.0038180542819175,6.737939699322352,481.1334817035516,0.5477321606431406,4543.998073804046,0.0,1851.6815976385237,20149.169282200306,687.2722243147655,1465.6227486988466,227.10271630813662,1982.9028111077605,20.55737031330953,1222.5736187589555,700,8300,3880,0,0,0
101,220,26253.321515887343,0.6846352263437471,5.221009825171485,7.102216042112196,491.84457178978255,0.5514488933571677,4509.002581519448,0.0,1836.735604171803,20246.693200096117,697.879380155128,1478.124838069003,229.4603553591583,1988.369739225891,21.1658534461307,1233.417716974359,690,8290,3870,0,0,0
101,230,26096.071515887343,0.6926834627138337,5.261592792211163,7.205883875959748,477.43895803081466,0.5436263641855039,4490.326089470358,0.0,1800.7709351355963,19923.284225960037,676.2532437230601,1435.0969489021409,231.1843784890727,1925.8545101999646,21.34727888848606,1191.8661306002457,680,8280,3860,0,0,0
101,240,26165.821515887343,0.6672944768415651,5.2433706316261555,7.023675951426274,469.81621766312765,0.509655732219198,4491.43923060054,0.001000560251081625,1760.8062129121456,19688.075360428127,661.6174014416378,1404.3191670998904,220.0805356347698,1883.103791518788,20.399314102857584,1172.1989651283448,670,8270,3850,0,0,0
101,250,26078.821515887343,0.6814222230659684,5.2660316119424735,7.137547542002234,479.5081290842391,0.5328218511533758,4489.075552687065,0.0,1792.1754289715643,19928.099153901207,677.4692852035521,1435.9874082802835,226.3040111105014,1927.1424578194103,20.962084273164074,1197.2793118958862,660,8260,3840,0,0,0
101,260,22390.571515887343,0.5896154611455163,6.12749136363641,7.749010260192243,493.28061616275306,0.5102618197071126,4538.001092571474,0.009302790729256575,1698.581467783502,19842.160245546947,677.3888855977118,1425.0827632999371,219.20529900680984,1898.9423659834654,20.773158343543454,1221.4173476227552,650,8250,3830,0,0,0
101,270,27281.72151588734,0.6872213675724229,4.994143731229328,6.807420810771721,477.0953646680408,0.4805355068439603,4456.499120158888,0.00052677781399654,1754.611828308675,19764.02451853645,670.1665352353856,1414.8350782557281,207.02558008756205,1895.4099427529177,19.51258391821394,1183.7072965813438,640,8240,3820,0,0,0
101,280,24624.821515887343,0.6556867106901368,5.580002690123352,7.410464096158638,449.04842795983683,0.4876303972185795,4465.229670842969,0.004027673721704625,1676.0766026868575,19111.033305517158,625.5490874952608,1328.9609592896156,220.6152453007972,1769.475130125521,20.695360360527904,1107.3411143423289,630,8230,3810,0,0,0
101,290,26027.071515887343,0.6097282066093644,5.279610111837043,6.762950915289826,471.9885796827152,0.4804268811381853,4543.10932128236,0.004768358000591575,1728.9907401732312,19617.847702451014,658.8303894785251,1396.7964218840207,205.95184787012602,1878.354464962197,19.13246765239422,1186.2918584036956,620,8220,3800,0,0,0
101,300,26840.321515887343,0.6713327719913682,5.090938311750048,6.8453654148577625,462.1692207043473,0.49332015794798484,4477.610562636781,0.012665586744339541,1743.9217138597646,19500.3818569101,649.496668229075,1381.2232212584672,213.83376556093123,1856.257752992718,19.783391614017695,1155.2429022960573,610,8210,3790,0,0,0
101,310,28632.321515887343,0.6802661611782274,4.725144068109897,6.3914047228952455,480.3523919532249,0.5043103671556375,4526.011623955629,0.0,1830.2382732820683,20050.800756931472,684.4777243692412,1453.797462519847,209.90024322380515,1967.5027642567409,19.2876856843634,1216.8169235360037,600,8200,3780,0,0,0
101,320,23126.321515887343,0.6456697180019578,5.936824859823624,7.826082854492071,491.5388286667605,0.5515722849914286,4489.216654993426,0.001644088547892175,1762.685495499817,20023.711523790284,686.1722440490996,1448.0134778122913,235.0575989813712,1933.543876010349,22.06189299379511,1219.0240367468773,590,8190,3770,0,0,0
101,330,31381.72151588734,0.6720131590114793,4.215463545275537,5.642143427803122,464.75556739062114,0.45664627327999635,4556.902075833792,0.0,1823.173564410344,19792.831821332828,666.1978448841214,1421.41365513406,190.350203261616,1937.960566445877,17.3352253795278,1192.837392405594,580,8180,3760,0,0,0
101,340,23961.071515887343,0.6690111949192247,5.7206287038414505,7.688329959134098,492.99451678603765,0.5638068133185677,4471.102178379492,0.004008406470950225,1790.9565988414392,20127.5635901828,691.8298469998548,1462.1764555581037,237.25533413443534,1958.8181904604235,22.09014232732426,1227.458860890177,570,8170,3750,0,0,0
101,350,20954.821515887343,0.6075704588638505,6.499559909812701,8.312510991135731,497.95155070532076,0.5089260124199854,4447.80304938784,0.013289964481347276,1671.0714965615382,19818.56745790288,678.276076748532,1420.5996536188698,222.63894810537994,1880.6261136322128,21.513836812014894,1216.0595415258488,560,8160,3740,0,0,0
101,360,23050.571515887343,0.6432914628730974,5.956455152265105,7.835406457448758,492.4769305382539,0.5336342431280813,4465.910241470696,0.00457294353216265,1737.8897356554605,19952.77976414185,683.4092203836888,1438.8542665031953,228.62170204419596,1918.2452284105948,21.637764067741312,1216.223086706419,550,8150,3730,0,0,0
101,370,28870.121515887342,0.6835295750843248,4.671789147478466,6.3399996785124095,480.5631310929919,0.5020543255234853,4526.308646108329,0.0,1832.744575213434,20060.721225120626,685.3088152287812,1455.527730920883,208.4830884805877,1971.8388806171781,19.17509561388008,1219.0711787601465,540,8140,3720,0,0,0
101,380,27284.72151588734,0.6487031652675828,4.9934836881388005,6.587122963509744,472.2992946072676,0.49933666217639505,4546.270839088866,0.0,1788.5349527216172,19812.520749610376,668.8295272820682,1422.2379078563297,211.43920723693955,1920.4590801734296,19.473897679021643,1194.738132946448,530,8130,3710,0,0,0
101,390,28915.72151588734,0.682634945129033,4.667033722685766,6.320386861208414,475.8815519669033,0.47745051095144386,4502.873993371677,0.0,1796.063761570039,19874.430086668,675.1988247765228,1430.7894771570311,201.55023379017842,1932.6957749982648,18.748166759719588,1199.4021919405047,520,8120,3700,0,0,0
101,400,21554.571515887343,0.5602417036043367,6.344137231373398,7.825857633470811,478.87192924037856,0.46018596049835886,4534.938873826175,0.01474746879092255,1614.2500842008706,19363.252255319603,648.3983607531231,1362.3653420479368,205.65933722490428,1807.006832443885,19.863670440847265,1177.751478136784,510,8110,3690,0,0,0
101,410,25483.321515887343,0.6418582244859895,5.3890547795543355,7.074983774729609,485.76788136039346,0.5189768484280692,4528.326906837008,0.0002150874600113,1779.0122154817648,19986.58462371965,682.8022909068113,1444.6304576238733,218.9955234678323,1942.1301880132542,20.40922888289371,1219.1069687110514,500,8100,3680,0,0,0
101,420,27247.52151588734,0.6760955645786485,5.003048443239761,6.747360244699469,483.6547150018249,0.5287421878646381,4515.535367866451,0.0,1826.4846004533488,20100.196280110486,687.6867204531511,1460.230678452654,219.84755933635114,1974.0412739947592,20.220932467805028,1224.151758546623,490,8090,3670,0,0,0
101,430,21713.571515887343,0.6354637040840349,6.302933053179402,8.24398439722869,491.45170418902944,0.5550709390884687,4476.3165683256275,0.0035683772629105503,1731.9817473068035,19927.005611260927,681.1526748305556,1435.1951943048157,239.0957759377182,1910.9495658798098,22.64227979790542,1213.2602738734622,480,8080,3660,0,0,0
101,440,26041.821515887343,0.6822254701601228,5.275599042354207,7.160688752667874,474.9114447830676,0.5239077436439628,4482.263739514257,0.00080080471957505,1770.4336487577152,19788.52903600672,669.6891030210462,1418.565610424217,223.9388814376581,1904.6379951852866,20.884437083391248,1185.8161129238852,470,8070,3650,0,0,0
101,450,22478.071515887343,0.6223596974359712,6.104816108340972,7.907969650921245,502.4648893758308,0.5862908770660491,4558.554144622228,0.0,1805.866319372601,20325.685275905827,704.7493323917964,1488.9875313618254,243.52933909183616,1998.2298588834042,22.661050398286818,1261.0931143042353,460,8060,3640,0,0,0
101,460,22406.821515887343,0.6307859613643846,6.123280244795829,7.97737593432458,483.3909418659585,0.5293639126741745,4476.17286069138,0.0037661118246045252,1710.2838405824668,19737.628133959446,669.0277403997004,1410.7610309807983,230.01307907788762,1879.4443880477118,21.8077365050909,1194.3266688256822,450,8050,3630,0,0,0
101,470,27240.92151588734,0.6796613766895494,5.004775575958316,6.77402744810469,488.3802165115573,0.5343362836804697,4526.497041385932,0.0,1840.5470818323986,20205.149280624817,695.2675661156251,1474.5014243411715,220.7831834910524,1994.299666451654,20.370919862773594,1236.5321100719984,440,8040,3620,0,0,0
101,480,23817.071515887343,0.66513671419489,5.75783039750509,7.714575396776866,497.03031242646176,0.6119886231825833,4541.453248813052,0.0,1856.7813316454333,20398.575852271864,706.3701963084404,1499.1259253386481,251.72235694399433,2021.3230967877225,23.107959608021016,1256.0948753772761,430,8030,3610,0,0,0
101,490,27558.821515887346,0.6858479573475084,4.928007094118329,6.708355947421462,454.74590378849217,0.473762269028349,4461.044677115676,0.0015448535601567668,1725.8362645915568,19340.633870514506,640.7477651140273,1360.6968370423617,207.9604225532129,1828.1269456585826,19.45820670549492,1135.1907016607595,420,8020,3600,0,0,0
101,500,25371.321515887343,0.6510877057062349,5.418026698192368,7.169879719120805,481.84288083490117,0.5186218652934633,4507.021845289538,0.0,1770.5195990663376,19902.07043249111,677.5597751837615,1433.6833445373697,220.53260659736577,1926.4691884819838,20.651869689817445,1207.5959202625256,410,8010,3590,0,0,0
101,510,26167.071515887343,0.6595612063156328,5.243193442200008,6.981821605143262,479.0902716915733,0.5033688274132176,4489.074937570573,0.000443533734708475,1759.002284578839,19818.12558988003,673.1005461724109,1423.131742072929,214.1770161264099,1913.080891594604,20.089628676086516,1199.3836538007124,400,8000,3580,0,0,0
101,520,23800.571515887343,0.6345817192541322,5.762148229301475,7.526484684104112,495.77510690294145,0.554341158825398,4528.829412044087,0.000351559216401175,1792.5047691738105,20179.83087315808,695.9476596964353,1470.3521721537584,231.39819092688452,1976.1526194935495,21.608547613994073,1244.9791700897083,390,7990,3570,0,0,0
101,530,26167.071515887343,0.6792329742656907,5.243120070803829,7.096937553321727,463.1606445512122,0.4946889162104585,4453.659888737952,0.002095968453584825,1724.0349560938923,19465.425843820474,649.9585261779462,1376.7476467312504,215.96501573291332,1845.3559343812449,20.315062125987986,1151.9292505897793,380,7980,3560,0,0,0
101,540,28742.72151588734,0.693559165214177,4.699923953389859,6.428683562633428,467.01298213387065,0.49377287890957,4501.428364023642,0.0,1796.4494611078565,19744.26030661098,665.2399132162404,1414.301841633107,209.23681163489044,1913.7847794533598,19.35065112762357,1181.255049554065,370,7970,3550,0,0,0
101,550,25370.821515887343,0.6625537022100648,5.417946638519258,7.2382000095006775,495.94105484511493,0.5620844760329295,4527.86541087966,0.0,1836.3594145504553,20312.475342074824,703.144812301891,1488.5682550215784,231.65161347367643,2009.1804181576772,21.471159832196367,1253.1046440573002,360,7960,3540,0,0,0
101,560,27302.121515887342,0.6812615587459764,4.988823616213624,6.764350922748497,479.822709345074,0.5164801346053931,4504.398302472035,0.0,1806.2657223977108,19972.087037840105,681.0404183992997,1443.9796425344073,216.51513775302914,1950.5214492575149,20.114471719173892,1211.0849661236582,350,7950,3530,0,0,0
101,570,23990.321515887343,0.6635774715887269,5.712922910392097,7.643214721240865,495.5014962487659,0.5679816524800976,4495.567538702484,0.0003421403654077,1804.9359637819496,20210.044959677358,697.9569796119728,1474.379021016693,237.10794762611843,1980.9900211594984,22.177229100770134,1241.2803628218085,340,7940,3520,0,0,0
101,580,27305.72151588734,0.6691277577625474,4.9879829297509515,6.692842162726519,469.1549351781001,0.4857861979296604,4483.828178647183,0.00049767355952566,1753.3010680332802,19648.18192438809,661.36798046354,1401.6038440766147,207.87237652566824,1888.9356219310416,19.45203500653931,1178.851138516334,330,7930,3510,0,0,0
101,590,27337.321515887343,0.6811103656040391,4.979802308569534,6.751378728026671,488.96537148207364,0.5156548440565338,4503.107722416402,0.0,1821.9331999027356,20152.74438499957,694.1250306669796,1468.1028357212676,214.6835072335855,1983.9618950113595,20.037158620970093,1234.4237425413555,320,7920,3500,0,0,0
101,600,24553.571515887343,0.6313844516025743,5.598550679602414,7.290051344422616,489.7129885333426,0.5548840203922214,4573.394854328949,0.0,1810.177189032447,20150.86368207712,691.6947608251616,1467.1530699203627,230.78622154406432,1979.8298890956528,21.34984571939262,1240.212035615156,310,7910,3490,0,0,0
101,610,25278.071515887343,0.6754529520021638,5.44234926611332,7.343888789974459,475.50202544843614,0.5290420467002449,4470.978393525289,0.000178544672094625,1760.3650512437916,19771.88846204836,669.3038544050305,1416.9321050811127,226.4967552204811,1902.4102783482497,21.239721676175957,1187.9983031433414,300,7900,3480,0,0,0
101,620,25321.571515887343,0.6807292296634874,5.430845829092738,7.362305763016391,476.5180815227832,0.5551397426450957,4501.09666918053,0.0,1797.05182457445,19902.94043437283,675.4316657514985,1434.236799644649,235.12072732309855,1931.4298829035974,21.81115424655309,1198.506106129596,290,7890,3470,0,0,0
101,630,28752.321515887343,0.6813497616993149,4.6972007665337845,6.353836301454365,476.23030553370126,0.48141996297827294,4505.316666787196,0.0,1797.0124450595224,19883.260614741444,676.3912498867281,1433.1705201991067,202.28497876104012,1940.5409681857825,18.886021113223244,1205.4526251278126,280,7880,3460,0,0,0
101,640,28624.52151588734,0.6690143658863267,4.72755771751662,6.332869818007956,475.45512890332583,0.4759070077797342,4506.808989453113,0.00050239315783752,1781.285383890133,19822.21467132159,673.2086510200694,1425.610243917928,199.8049034876332,1930.731251010545,18.6719952440987,1204.0094954947235,270,7870,3450,0,0,0
101,650,30129.52151588734,0.6904091670261583,4.4463080060210896,6.054851356032368,449.42064405625763,0.4535699925750659,4502.578024874752,0.0,1759.1889803489707,19358.25763841095,640.5424954858588,1365.0153183635707,196.166278022401,1851.3897845655679,18.194872453970383,1140.6913764845071,260,7860,3440,0,0,0
101,660,24591.571515887343,0.65324546835291,5.588682176903772,7.406736128852925,497.19426547457437,0.5590137571852962,4517.4523477243465,0.0,1814.4224242280552,20264.495062822123,701.652943707162,1482.6026032436675,231.3250941352449,1998.4715696913286,21.614413578923106,1253.3326081330836,250,7850,3430,0,0,0
101,670,27251.321515887343,0.6863645627247056,5.002021762783401,6.811663191569863,477.09500991486686,0.5040418107817499,4479.023517236966,0.000312061018351,1778.227856978919,19839.792250831513,674.5350124971923,1427.157770919261,213.12105457500428,1925.2220527052675,19.988868947225722,1199.3268775644915,240,7840,3420,0,0,0
101,680,21632.571515887343,0.6250214620577058,6.323923860938607,8.200914711184971,476.68339853968405,0.5148337767860661,4451.394244070763,0.010173905745893976,1667.0875429836738,19492.572646967237,654.8477847508418,1379.5294839054025,227.46918619790242,1835.0506198303954,21.82293419776348,1173.754037159346,230,7830,3410,0,0,0
101,690,26075.821515887343,0.6600967093454561,5.267102534851606,7.019815144624326,470.623394986703,0.5323998184223208,4524.119612068686,0.0,1788.2919461936033,19793.212399434928,667.5602038227706,1420.6979312412568,225.4156250202154,1920.1061511602,20.830590665603836,1192.8636206862752,220,7820,3400,0,0,0
101,700,26058.321515887343,0.6785557164894304,5.2716690307947704,7.134884531589687,491.04726842681816,0.5574984699895992,4521.948257963532,0.0,1836.6993376319517,20235.46640706141,698.325859723338,1479.3574124731524,229.92221127976194,2000.786406204177,21.35307691429103,1243.6159665140156,210,7810,3390,0,0,0
101,710,22361.071515887343,0.6628687127577028,6.135136163993158,8.209385775380811,475.33430697004695,0.5207878943148112,4401.372561724907,0.0145573290464509,1678.4057660398425,19498.358332106807,655.2086853156563,1380.3807710191684,230.3986568502917,1836.3190592132974,22.11577673445016,1165.8655312741394,200,7800,3380,0,0,0
101,730,22262.321515887343,0.6426929726349077,6.160726809255152,8.102847106202532,469.4168970852767,0.5150066133052111,4439.618238015323,0.006952478878052899,1669.4292122038528,19394.37420676178,647.8568520075628,1367.0741830103943,228.59403635837216,1820.1874344211374,21.88592576884405,1156.8259272687974,180,7780,3360,0,0,0
101,740,22482.321515887343,0.6434647186742982,6.10371473879805,8.034877877583869,496.5397069916345,0.5869215663907593,4511.0145498002075,0.0020525275631293497,1791.4953856419945,20189.98255147569,696.7439708988611,1472.2581716894438,245.24761354423504,1978.1636689856996,22.99331071200877,1246.2100623475774,170,7770,3350,0,0,0
101,750,26232.071515887343,0.6588682129131517,5.226464264745964,6.9625781202098915,459.537344314217,0.4702251171127639,4458.358208656864,0.00270565556358915,1691.2844010142935,19307.09551361255,641.7172544009832,1357.6876397729345,206.2714712481573,1823.1324586146047,19.585254343899674,1146.8052684018828,160,7760,3340,0,0,0
101,760,26108.821515887343,0.6590414687143525,5.258403981490682,7.005142326593838,460.0412511185358,0.4736565777738252,4457.9678189381675,0.00270565556358915,1692.0842739023087,19317.357608749397,642.4178591963812,1359.0420574866403,207.566009385456,1824.908304332277,19.708569540780775,1148.0486760674896,150,7750,3330,0,0,0
101,770,22259.571515887343,0.6347077085720262,6.161439460135867,8.053649259907166,501.9513474548169,0.598429146690031,4526.716928913982,0.006563146215754125,1807.4733469689536,20311.14171352176,704.4894851624533,1488.874432270781,247.18274462654136,2004.5537840874472,23.09431865845188,1264.633094265938,140,7740,3320,0,0,0
101,780,21543.821515887343,0.6345974697815141,6.346923048452552,8.294686912251333,481.8856149721741,0.5423927517856992,4465.263286196851,0.0043167613164876,1701.8701758117563,19690.898487002145,666.8889051473336,1405.8599879507656,236.31275981222228,1875.1808452483601,22.59508905000188,1192.9977484933588,130,7730,3310,0,0,0
101,790,22386.071515887343,0.645606700991269,6.128657519623033,8.081775633130624,496.52669348692,0.5757212058453384,4492.406976964488,0.001244788994103775,1773.9475697809908,20134.448011280532,694.7411785342733,1465.0214269537132,241.98504177614015,1965.4927247843684,22.882630415732507,1241.7660337251484,120,7720,3300,0,0,0
101,800,27255.72151588734,0.6682961537586412,5.000940218491202,6.703823632776515,469.3510567977245,0.4880289559493033,4485.034903718182,0.00049767355952566,1753.6680890154087,19652.21117750961,662.3114907162908,1403.4122731649363,207.78880796655363,1896.3715026914517,19.516767001616945,1184.6888379849781,110,7710,3290,0,0,0
101,810,20001.321515887343,0.6112559630619249,6.746655406089277,8.65377842317807,455.7214147739875,0.456001626204433,4378.342256040632,0.0260498808434726,1542.0206309329585,18765.69452191836,612.3922610060387,1285.542890513221,214.84443162193017,1693.2937091454114,21.27221230616717,1101.5802540468978,100,7700,3280,0,0,0
101,830,27340.52151588734,0.6770909621463975,4.978947886182896,6.723289544840166,483.2845031308672,0.5288116046437221,4513.909162722678,0.0,1826.1667709013502,20092.5620364436,688.5760416295225,1461.5867192831722,218.2692932170875,1984.7606902070115,20.229058185129283,1232.3904033691138,80,7680,3260,0,0,0
101,840,23801.821515887343,0.6602384789930543,5.761845260339021,7.683964506618491,455.2843430104616,0.4719370612443959,4392.219676697779,0.016625938935728703,1630.8770859024978,19040.627878213687,626.5879989326805,1322.7345801421852,213.3839521309892,1763.31669236677,20.57359113216181,1119.6185101969158,70,7670,3250,0,0,0
101,850,27277.72151588734,0.6876749589191636,4.995289323260015,6.8102837805431475,477.982293340515,0.5381403930359877,4523.597583925242,0.0,1828.9541331235246,20017.638003971515,682.7624619975147,1451.5616982767938,223.4202367620684,1970.9218054314401,20.665831349906544,1218.5838449541134,60,7660,3240,0,0,0
101,860,28775.52151588734,0.6823829724537095,4.695221555652465,6.363283601266808,470.0182012145362,0.4917498987213308,4512.88491829681,0.0,1798.9818310951578,19798.006071675987,670.0398442564584,1423.40522516317,205.86319034739026,1934.98016520813,19.152871231540246,1198.786739677468,50,7650,3230,0,0,0
101,870,28745.92151588734,0.6779981567608079,4.696787890214603,6.3426775265884405,464.49044019727353,0.4894987310798176,4523.209757865132,0.0,1791.8172310668112,19693.730444272303,662.5182749954307,1409.793642927381,206.09809981338495,1916.9028065842074,19.128796486320226,1186.1596547259605,40,7640,3220,0,0,0
101,880,22353.071515887343,0.6451184644447526,6.137209330191598,8.089297876003043,499.0222858182089,0.5569625876949613,4465.98808397464,0.004021753713969825,1751.3971336809923,20092.26995487495,694.2511957167093,1459.8179692176986,234.83652651033418,1956.4601290815172,22.435696757180423,1243.3900679279632,30,7630,3210,0,0,0
101,890,27311.121515887342,0.6908501698719224,4.986617083776687,6.8177513646786805,470.35470816494944,0.5172100260258389,4494.431659688802,0.00029459245995022,1790.4685738769863,19780.63130429952,668.8507352181916,1420.4006344497388,218.20014581252136,1923.8428196648304,20.354474410168848,1192.1445002147352,20,7620,3200,0,0,0
101,900,22294.571515887343,0.6540172143923005,6.152369358017691,8.170594810818214,493.622710614631,0.5881526836665558,4486.258662611241,0.00324205255020255,1777.7663119176618,20098.858989978762,691.8460806133389,1460.8822508881321,246.70363836444108,1963.2133115919494,23.267254715493557,1237.4296239663954,10,7610,3190,0,0,0
101,910,25836.92151588734,0.6814883663402757,5.305156275066198,7.200808994622442,483.27865584624533,0.5292859080877623,4466.659238674065,0.00125617864757474,1780.8461373315045,19945.837741704712,682.094705318376,1441.696154565069,222.40987085961507,1945.8281589129442,20.972373837127925,1216.6473411844447,0,7600,3180,0,0,0
